SI,SS,XI,XS,XBH,XBA,XP,SO,SNO,SNH,SND,XND,SALK,TSS,FlowRate,Temperature
28.80945428,0.983500447,1484.319489,46.25091089,2234.574308,169.7556293,987.4948918,0.47817604,5.390597988,3.486242776,0.661401533,3.034543215,4.867982347,3691.796422,103533,14.62094352
28.39786901,0.95402582,1510.240538,46.28896585,2253.652526,169.6328783,978.4359539,0.469912661,5.482727376,3.413369612,0.636099922,3.061502814,4.8763396,3718.688146,97499.1089,14.71142921
28.31280253,0.940707499,1528.340651,45.91371075,2268.57225,169.5276663,973.6535555,0.479040833,5.59461263,3.230765337,0.629083274,3.071342801,4.90589024,3739.505875,96931.5705,14.72007749
28.34583604,0.921973961,1547.886936,45.1980475,2282.13677,169.9958198,973.2160916,0.49681274,5.731672106,2.938206753,0.624381444,3.05495717,4.920222568,3763.825249,96275.81776,14.71595148
28.40771122,0.901030205,1568.408962,44.34072656,2294.645778,170.8773142,976.0430765,0.523019967,5.887593649,2.57327906,0.618462741,3.02209404,4.914045822,3790.736893,95632.18554,14.71832138
28.46412782,0.880054528,1587.762623,43.46143312,2306.168422,171.9399183,980.9345169,0.561027487,6.052178884,2.175904636,0.611502627,2.981331175,4.8921298,3817.700185,95038.52601,14.72856697
28.50512549,0.859931182,1604.481182,42.60762925,2316.863323,173.0240704,986.8873949,0.617175088,6.214700068,1.779801303,0.604303801,2.93769122,4.861349831,3842.8977,94517.85544,14.7432238
28.53075878,0.840837124,1618.066201,41.78911525,2326.884997,174.0436551,993.159674,0.701113283,6.363941654,1.412323859,0.597482682,2.893671157,4.828094313,3865.457731,94049.09045,14.7587106
28.54448436,0.822688264,1628.711039,41.00192551,2336.321226,174.961482,999.2612175,0.825055607,6.487548826,1.095522534,0.591318674,2.850449468,4.797614984,3885.192667,93620.0438,14.77263861
28.55023911,0.80539224,1636.970779,40.24214345,2345.204314,175.7696261,1004.921163,0.997733555,6.573311638,0.844938514,0.585760304,2.808777743,4.773759078,3902.331019,93214.25779,14.78385628
28.551305,0.788958295,1643.510034,39.51196303,2353.545562,176.4774462,1010.040265,1.211859969,6.614540112,0.664562929,0.580509928,2.769454883,4.758368147,3917.313953,92812.03461,14.79211387
28.55002657,0.773473064,1648.953323,38.81813123,2361.373195,177.1047301,1014.641257,1.440602949,6.615188548,0.543691987,0.575260591,2.733281485,4.750885303,3930.667978,92430.67965,14.79769339
28.54790324,0.759013232,1653.797483,38.16680303,2368.73139,177.6738821,1018.811366,1.65640741,6.586817229,0.463629766,0.569934976,2.700716155,4.749242466,3942.885693,92080.97355,14.80111624
28.54578847,0.745598851,1658.372322,37.56062747,2375.653135,178.2025874,1022.649682,1.847583816,6.540825242,0.408089822,0.564655019,2.671735285,4.751325067,3954.328765,91761.59104,14.80294959
28.54407632,0.733214113,1662.772773,36.99781775,2382.035564,178.6928837,1026.189509,2.014775331,6.484857597,0.367029088,0.55957619,2.64588832,4.755633013,3965.01641,91467.24488,14.80369863
28.54286005,0.721860438,1666.475573,36.46603492,2387.041661,179.0869338,1029.128394,2.162583653,6.423509947,0.335077721,0.554826081,2.621926361,4.761210766,3973.648947,91198.47113,14.80376013
28.54206689,0.711509478,1668.879283,35.95250644,2389.821872,179.3225604,1031.136043,2.295662305,6.359681269,0.309313619,0.550472112,2.598628009,4.767449453,3978.834198,90956.17898,14.80341513
28.54155478,0.702110272,1669.872385,35.45481074,2390.279736,179.3921298,1032.188444,2.416999981,6.295001267,0.288056961,0.546512067,2.575632318,4.773995254,3980.390629,90787.67506,14.8028432
