SI,SS,XI,XS,XBH,XBA,XP,SO,SNO,SNH,SND,XND,SALK,TSS,FlowRate,Temperature
26.76130733,1.388025223,1598.800785,59.90989759,2303.272969,170.6006004,955.2730734,0.000110766,2.147680428,7.351210876,0.65407437,3.658915658,5.313303534,3815.892994,103533,15.14757832
27.81103998,1.279338799,1566.094709,59.22157588,2299.57249,167.8478909,955.748721,0.000113252,2.261735631,7.124068155,0.643574064,3.719961717,5.50496106,3786.364039,97499.1089,14.80377887
28.30046334,1.233576775,1583.339885,57.35635391,2309.212585,169.2686471,964.6405269,0.000121823,2.429820961,6.586836307,0.632309005,3.65419224,5.522108404,3812.863498,96931.5705,14.70946737
28.51435792,1.188075181,1608.87447,55.60269891,2320.135425,171.3338941,975.7224584,0.00013044,2.603122198,6.003987295,0.62067023,3.569264097,5.477160041,3848.75171,96275.81776,14.71010877
28.59492936,1.148900466,1629.441541,54.12844471,2330.160244,173.103905,986.5215586,0.000141629,2.770416349,5.458565892,0.609041019,3.488787969,5.415321721,3880.016769,95632.18554,14.73858415
28.61328261,1.115220996,1642.89228,52.86360075,2339.503475,174.460197,996.0749243,0.000156525,2.930176439,4.970269738,0.59782452,3.416076635,5.354172626,3904.345857,95038.52601,14.76831334
28.60531678,1.085460127,1650.689288,51.72847115,2348.475474,175.4863148,1004.072569,0.000174861,3.082357661,4.539394757,0.587310426,3.350403931,5.300002948,3922.839088,94517.85544,14.79070311
28.58895386,1.058482186,1654.941175,50.67367616,2357.075088,176.2810747,1010.525809,0.000195646,3.225641769,4.161044171,0.57761654,3.290804328,5.254506202,3937.122617,94049.09045,14.80462393
28.57253805,1.033560817,1657.455,49.67124736,2365.200058,176.9245093,1015.655319,0.000217768,3.357868733,3.828435998,0.568692869,3.236611431,5.217401497,3948.6796,93620.0438,14.81163425
28.55932488,1.01022853,1659.489967,48.70703884,2372.782904,177.4756094,1019.785399,0.000240282,3.476926686,3.534493697,0.56044937,3.1873889,5.187594514,3958.680689,93214.25779,14.81389886
28.55000069,0.988121649,1661.803672,47.77366771,2379.860727,177.978069,1023.268345,0.000262498,3.581483315,3.272671406,0.552741192,3.142705897,5.163713408,3968.013361,92812.03461,14.81334919
28.54413736,0.96704038,1664.763873,46.86784663,2386.550878,178.4631265,1026.420724,0.000284004,3.671458949,3.037665359,0.545414176,3.101985206,5.144377393,3977.299836,92430.67965,14.81142029
28.54096836,0.946998925,1668.398429,45.9939221,2392.897258,178.9433033,1029.44055,0.00030461,3.747446108,2.826413536,0.538423216,3.064672182,5.128462065,3986.755097,92080.97355,14.80904893
28.53967125,0.928104868,1672.525212,45.15993427,2398.860867,179.4166104,1032.410826,0.000324378,3.810271742,2.637371976,0.531770594,3.030341979,5.115160304,3996.280087,91761.59104,14.80676377
