SI,SS,XI,XS,XBH,XBA,XP,SO,SNO,SNH,SND,XND,SALK,TSS,FlowRate,Temperature
29.23512481,0.6589784,1571.710791,32.72416118,2215.294763,168.986574,929.210066,1.313477062,9.223117734,0.162924801,0.583678558,2.304051359,4.596015248,3688.444767,103533,14.6160952
29.05887214,0.692672343,1575.668969,32.19718675,2203.312619,167.3516932,936.1656344,1.383662393,9.173079762,0.152681359,0.562360824,2.348410977,4.55904738,3686.022077,97499.1089,14.71855642
28.9166277,0.684760151,1572.333551,31.81658805,2201.076753,166.7553155,943.4265213,1.464533951,9.149862144,0.144823557,0.561681546,2.35498119,4.525660462,3686.556546,96931.5705,14.7693941
28.79607242,0.677373072,1567.156192,31.52870328,2205.084295,166.7237916,949.857441,1.549926385,9.147892721,0.135950318,0.560277732,2.349401243,4.500193656,3690.262817,96275.81776,14.79107367
28.69887439,0.669888236,1563.06462,31.27623172,2212.942811,167.0115113,955.3093776,1.667106415,9.150676252,0.123861085,0.557449587,2.340109657,4.484544295,3697.203414,95632.18554,14.79610287
28.62620339,0.661960982,1561.475695,31.02438959,2223.047897,167.4989528,960.0493921,1.8242523,9.144431971,0.110639052,0.553933196,2.329214215,4.478312905,3707.322245,95038.52601,14.79256357
28.57619328,0.653604849,1562.789818,30.76219428,2234.334549,168.1232347,964.431549,2.011238926,9.120717946,0.098538459,0.550005799,2.317226278,4.479772764,3720.331009,94517.85544,14.78578429
28.54487376,0.645033385,1566.766513,30.49260747,2246.10758,168.8434757,968.7450655,2.21069044,9.076041993,0.088648881,0.54574702,2.304517146,4.48678333,3735.716432,94049.09045,14.77903111
28.52756118,0.636495031,1572.830397,30.22302341,2257.924371,169.6269852,973.1659062,2.406271211,9.010838398,0.081074511,0.541241191,2.291519396,4.497343948,3752.828012,93620.0438,14.7740101
28.51985269,0.628186316,1580.299866,29.9600742,2269.512192,170.4453432,977.7618396,2.586122279,8.928184953,0.075514497,0.53660614,2.278643061,4.509853314,3770.984487,93214.25779,14.77132919
28.51813665,0.620230766,1588.535717,29.70795356,2280.708017,171.2741558,982.5199179,2.74293899,8.832584794,0.071588038,0.531960598,2.266208373,4.523162852,3789.55932,92812.03461,14.77090783
28.51973668,0.61269828,1597.02198,29.46900512,2291.420285,172.093902,987.3804049,2.873432397,8.728828971,0.068900921,0.52740369,2.25445811,4.536531761,3808.039183,92430.67965,14.77230437
