Time [days],S_I,S_S,X_I,X_S,X_BH,X_BA,X_P,S_O,S_NO3,S_NH,S_ND,X_ND,S_ALK,S_NO2,S_NO,S_N2O,S_N2,X_BA2,Temp,TSS_influent,Flow_influent,Kla,S_I_reactor,S_S_reactor,X_I_reactor,X_S_reactor,X_BH_reactor,X_BA_reactor,X_P_reactor,S_O_reactor,S_NO3_reactor,S_NH_reactor,S_ND_reactor,X_ND_reactor,S_ALK_reactor,S_NO2_reactor,S_NO_reactor,S_N2O_reactor,S_N2_reactor,X_BA2_reactor,Temp_reactor
0.0,25.766168459282,12.7273296332356,985.347518851434,76.7737585310223,2056.86684727648,111.65682149613,360.824946186067,2.73296380306679,11.2128581914011,5.84364367188163,1.56245280549103,4.97346109857159,3.69211041217312,0.0047141245477537,0.0004025567054179,0.0002109380930435,9.16815724741095,39.0801886751782,15.0,2722.91256076223,107385.0,2,30.0,4.06143517918095,1147.25732746208,82.1380023105773,2402.72549288692,130.009187824777,420.744284883682,0.0430799038399979,10.6072834333906,6.99862175615977,0.985751519270136,5.465448959133,4.47223486239392,0.220050249255557,0.0105065922098807,0.0059826025546913,13.1440556051609,45.4983239685937,15.0
0.010416666,29.9997462399833,13.2687319535781,1130.44195081054,93.8364215147589,2356.99675383202,127.892795737938,413.267699251176,3.04659909199248,12.9610432148121,6.60923452039755,1.66604055896519,6.02365806683132,4.31078981763158,0.006349242622041,0.0005400725773756,0.0002850626475051,10.6786401446925,44.7627707727647,15.0,3125.3987939394,107370.0,2,29.9849510217656,4.12897867613307,1140.00264377012,85.4740426252407,2385.29002130104,129.062623903912,417.606380969239,0.0484939053389073,10.8340447699049,6.79202607509903,0.986660040124125,5.63728336172924,4.45188560187415,0.216828709153189,0.0103875825231607,0.0059005296310738,12.8685336816133,45.1671733679713,15.0
0.020833333,30.0256880272809,13.2948767264905,1140.56745239527,95.0114921019887,2380.27613672604,129.156519003879,417.311754066566,2.98724670724408,12.9479766505312,6.80239163261028,1.67052375290125,6.05369393515196,4.31820220558059,0.006620879098008,0.0005567052834299,0.0002936668301566,10.6861885133933,45.2050507370022,15.0,3155.64630377306,98100.0,2,30.0112872100208,4.06804579115318,1135.5563241952,86.6688538262514,2376.06642233005,128.547414736606,415.916141513228,0.0435848248264399,10.7876820300856,6.84151989896697,0.97256011495673,5.68540074804781,4.46271991646481,0.218472914227732,0.0104484263945461,0.0059449887691949,12.8797161926788,44.9869603590802,15.0
0.03125,30.0013922258057,13.3768599993846,1151.81087481528,95.2145587641519,2404.39762691018,130.465561020716,421.507595436206,3.00847724949841,12.9690790852776,6.9020714677922,1.67941065111745,6.06959559346631,4.31200574411179,0.0063817302647842,0.000535685959834,0.0002820946388174,10.6758749576341,45.6633027971878,15.0,3186.79463980779,96670.0,2,30.0053126449411,4.03144030319154,1143.81474058382,87.3008646103705,2394.26902861773,129.527445236251,419.072334234501,0.0430160869334819,10.7050541062815,6.95072057477939,0.96230663062869,5.71359077559947,4.46937609181602,0.218857022957242,0.0104627315033208,0.0059576261312543,12.9482151508612,45.3299882349311,15.0
0.041666666,30.0024995743826,13.860770745038,1150.56185453339,94.8701853808245,2402.36120937352,130.343336293744,421.092855816803,3.04656759407218,13.0013709394482,7.17475083600468,1.72858601193211,6.04250480860653,4.30946658801463,0.006117096568824,0.0005143526807011,0.0002706211049496,10.6759230955295,45.6207122052241,15.0,3183.63761520263,94890.0,2,30.0034515616901,4.05958198635908,1148.45376081794,87.3510034448049,2404.75421620388,130.083319886933,420.857883380778,0.0423097646832609,10.6571042339957,7.11995379166695,0.967178679131293,5.71369487936117,4.47304756502785,0.219444411978876,0.0104843144910023,0.0059687190949873,13.0122343663796,45.5245788004448,15.0
0.052083333,30.0082604528352,14.5179750918651,1150.13978239514,94.3580333754362,2402.53169522532,130.339777121631,421.073800198556,3.08883127718402,13.0326175783922,7.54433190235241,1.79470550687311,6.00043703541568,4.30733767226192,0.0058588218846161,0.0004938107414734,0.0002595564444294,10.6775131976951,45.6196996120321,15.0,3183.04709094608,91605.0,2,30.0060831245873,4.10185198732366,1149.57998712207,87.0040986084354,2408.11585861433,130.241683546142,421.371092904733,0.0409633725317139,10.5915999401311,7.39708550189949,0.977708881089316,5.6887666216663,4.47876838385051,0.220378557336143,0.0105185774154043,0.0059865726699093,13.1039414928577,45.580079406568,15.0
0.0625,30.0065351805652,15.3718428511275,1150.18008815523,95.3723506955939,2403.06431791582,130.344947206555,421.090268104383,3.12893936731346,13.0611716012622,8.07329038844964,1.87980481082733,6.03873323722248,4.30318451799649,0.0056431781757141,0.0004771295386104,0.0002505678133351,10.6764467889807,45.6217092607326,15.0,3184.25526100373,89275.0,2,30.0060359240139,4.18556196166812,1149.92308420889,86.9895281040618,2409.88382835982,130.303330394145,421.582642340898,0.0397921080966377,10.5069338145741,7.79410957343778,0.994497221318001,5.67871251070634,4.48510951738673,0.221181241984637,0.0105481169140166,0.0059975476834036,13.2145562868913,45.6017322354336,15.0
0.072916666,30.0104082087974,15.4429739411068,1150.37166390594,93.8121174608863,2404.96280280332,130.448783049005,421.425384146293,3.16060588621535,13.0985948115289,8.06743780612299,1.88613366162749,5.94338595913995,4.29807354702791,0.0055040857150109,0.0004667328878821,0.0002449111849957,10.6774866837045,45.6581454649901,15.0,3185.00917262283,86185.0,2,30.0082882356178,4.15551516601333,1150.12264720442,86.5968901193502,2411.52130848612,130.362012685685,421.791118442453,0.038826451050328,10.4241089425629,8.09623041481933,0.994394413263954,5.64878066010687,4.49111305528812,0.221776835401752,0.0105700423725399,0.0060143366913576,13.3277795403233,45.6222952546604,15.0
0.083333333,30.0146125231738,14.9025105855185,1151.37647629046,92.1566600097347,2408.78081149223,130.665895404292,422.121894021873,3.18972334096943,13.1536692440652,7.85729863290244,1.83074415238409,5.84041360751992,4.28985567901528,0.0053893449094658,0.0004583025283766,0.0002402364220199,10.6784607167136,45.7340757638634,15.0,3188.12685973684,82265.0,2,30.0116601172258,3.98776598969755,1150.59602935101,85.3882479555036,2413.90819669999,130.484369818475,422.210100585278,0.0382256333099593,10.3835448021713,8.15319742446878,0.967555604174362,5.57579997214629,4.49278753723973,0.222218113748214,0.0105860018598166,0.0060402250768659,13.4104654159984,45.6650256675509,15.0
0.09375,30.0002636899026,14.4340141694084,1149.97786522359,90.3119488092553,2406.7351560895,130.56890116212,421.796557225198,3.20403108916931,13.2068253861869,7.77526220974812,1.78204225140565,5.74298181244344,4.27732828827499,0.0053615647121702,0.0004574667114198,0.0002397294596087,10.673248143375,45.6998936042189,15.0,3183.81774158541,82740.0,2,30.0049092183958,3.87128755598664,1150.60549651926,83.8845170844419,2415.01919564668,130.560524624838,422.467140323415,0.0393367587070195,10.4269397473437,8.08732918047396,0.943659953897735,5.48990314121314,4.48389863069986,0.222053274877069,0.0105793077735779,0.0060469484170885,13.4158518657324,45.6914626483323,15.0
